cat,value,label,drainage_area_sqkm,slope_number,slope_minimum,slope_maximum,slope_range,slope_average,slope_stddev,slope_variance,slope_coeff_var,slope_sum,slope_first_quartile,slope_median,slope_third_quartile,relief_100m_number,relief_100m_minimum,relief_100m_maximum,relief_100m_range,relief_100m_average,relief_100m_stddev,relief_100m_variance,relief_100m_coeff_var,relief_100m_sum,relief_100m_first_quartile,relief_100m_median,relief_100m_third_quartile,relief_1km_number,relief_1km_minimum,relief_1km_maximum,relief_1km_range,relief_1km_average,relief_1km_stddev,relief_1km_variance,relief_1km_coeff_var,relief_1km_sum,relief_1km_first_quartile,relief_1km_median,relief_1km_third_quartile,relief_2point5km_number,relief_2point5km_minimum,relief_2point5km_maximum,relief_2point5km_range,relief_2point5km_average,relief_2point5km_stddev,relief_2point5km_variance,relief_2point5km_coeff_var,relief_2point5km_sum,relief_2point5km_first_quartile,relief_2point5km_median,relief_2point5km_third_quartile,relief_5km_number,relief_5km_minimum,relief_5km_maximum,relief_5km_range,relief_5km_average,relief_5km_stddev,relief_5km_variance,relief_5km_coeff_var,relief_5km_sum,relief_5km_first_quartile,relief_5km_median,relief_5km_third_quartile,ksn_points_count,ksn_min,ksn_max,ksn_range,ksn_mean,ksn_stddev,ksn_variance,ksn_median,prop_kjf_average,_number,elev_number,elev_minimum,elev_maximum,elev_range,elev_average,elev_stddev,elev_variance,elev_coeff_var,elev_sum,elev_first_quartile,elev_median,elev_third_quartile
161,228,,15.6723,156723,0.000755271525122225,238.718902587891,238.718147316366,39.2143814427773,23.7970929160985,566.301631257425,60.6846061076442,6145795.50285638,22.6328,34.3204,50.8473,156723,8.2491455078125,202.038696289062,193.78955078125,69.8176852376237,27.6586736659314,765.002228958485,39.6155695677899,10942037.0834961,50.71,63.6625,84.4199,156723,195.163818359375,667.631469726562,472.467651367188,376.9413942204,92.5349504784254,8562.71706004464,24.5488959019236,59075386.1264038,307.018,359.781,428.028,156723,483.778137207031,953.799438476562,470.021301269531,729.609364972932,119.596798507481,14303.394213239,16.3918946561106,114346568.506653,637.933,723.605,823.794,156723,869.761474609375,1108.94738769531,239.185913085938,1024.96625072635,51.3643793114633,2638.29946205187,5.0113239606732,160635785.712585,1014.27,1031.58,1058.08,113,65.406005,1535.513533,1470.107528,502.56707279646,431.91402657782,186549.726354666,339.974258,1,,156723,351.213562011719,1295.19421386719,943.980651855469,990.189907754994,171.234557149251,29321.2735621,17.2931026470954,155185532.913086,926.725,1022.06,1104.36
162,101,,27.8447,278447,0.00451747793704271,124.818214416504,124.813696938567,30.059855700641,13.4124000317036,179.892474610443,44.6189767684666,8370076.64027639,21.3251,29.1565,37.4355,278447,5.2366943359375,171.139526367188,165.90283203125,56.2403857139525,18.4121970289609,339.008999433276,32.7383903848174,15659966.6808929,43.9739,55.7237,67.0176,278447,164.962036132812,688.441589355469,523.479553222656,354.055813350577,107.491361040492,11554.3926983373,30.3600045493552,98585779.0600281,277.56,327.178,415.671,278447,425.362915039062,897.058349609375,471.695434570312,666.034511641443,117.541528876566,13816.0110106405,17.6479637048964,185455311.663025,557.635,682.773,763.092,278447,705.114685058594,1016.58764648438,311.472961425781,900.933664840448,60.6209558414506,3674.9002871311,6.72868138989859,250862276.173828,873.46,913.629,930.918,219,41.861681,1714.161975,1672.300294,334.009232840183,424.978512758967,180606.736306823,140.168851,0.5568564215093,,278447,165.078796386719,1090.60961914062,925.530822753906,751.502189229152,178.512334116302,31866.6534316504,23.7540670772244,209253530.08429,673.951,789.603,865.243
163,39,,10.6897,106897,0.0748676508665085,127.240249633789,127.165381982923,29.1383576989309,14.6619113302272,214.971643855443,50.3182488241782,3114803.02294262,18.6834,26.9836,37.2751,106897,8.4349365234375,126.15869140625,117.723754882812,54.6108758475092,17.2680661362145,298.186108084677,31.6201962855025,5837738.79547119,42.395,52.9326,65.764,106897,220.552612304688,531.741271972656,311.188659667969,360.809940444871,58.1444353377846,3380.77536074982,16.1149760081703,38569500.2037354,324.484,363.704,398.562,106897,468.82666015625,671.719604492188,202.892944335938,598.439626228187,47.574935869127,2263.37452295155,7.94983048983232,63971400.7249146,567.984,596.11,637.064,106897,666.786987304688,1014.56860351562,347.781616210938,861.399304526728,110.225249960016,12149.6057287481,12.7960690681747,92081001.4559937,750.155,864.18,972.293,55,178.540131,573.346195,394.806064,392.515942981818,101.208963279165,10243.2542480433,378.79433,1,,106897,641.898132324219,1271.87536621094,629.977233886719,998.530604517123,133.461234024225,17811.900987269,13.3657629941914,106739926.031067,906.026,1003.29,1101.02
142,51,,15.7234,157234,0,156.328475952148,156.328475952148,19.5954057367286,20.4905631936294,419.863179992121,104.568200673809,3081064.02560879,0.154756,17.3795,32.3753,157234,0,140.991073608398,140.991073608398,35.7984668076291,32.5097134065536,1056.88146577625,90.8131445440155,5628736.13003075,0.302351,40.4032,60.1596,157234,1.73085451126099,407.604888916016,405.874034404755,178.81126582946,133.385072236697,17791.5774955889,74.5954521478039,28115210.5714293,6.42759,242.236,280.717,157234,4.14255952835083,482.059051513672,477.916491985321,289.99812892405,143.764353240587,20668.1892626843,49.5742347628175,45597565.8032441,195.438,306.776,433.315,157234,134.137252807617,749.865905761719,615.728652954102,463.32199780343,148.312523542258,21996.6046394729,32.0106803142081,72849971.0026245,309.687,468.566,572.705,141,0.202289,299.540406,299.338117,41.6317772765957,58.3194048909426,3401.1529868337,7.884924,0,,157234,1.37800002098083,468.428283691406,467.050283670425,100.733834683554,107.775408740582,11615.5387291996,106.990276980072,15838783.7626339,3.778,65.2961,180.345
154,53,,10.8051,108051,0,201.679351806641,201.679351806641,30.2387744181521,23.9183369621325,572.086843034113,79.0982353695342,3267329.81465576,9.4119,29.0354,43.6773,108051,0.404600143432617,154.136932373047,153.732332229614,54.2458135486438,33.6064094576796,1129.39075663722,61.9520793573199,5861314.39974451,35.174,57.6326,75.5999,108051,8.01071834564209,390.731628417969,382.720910072327,248.494645268952,104.366160598068,10892.2954779817,41.9993599802159,26850094.9159555,193.134,271.812,331.64,108051,86.9098587036133,519.001586914062,432.091728210449,387.01916773351,98.8561077941299,9772.53004820462,25.542948782888,41817808.0927734,316.745,430.184,454.937,108051,319.046722412109,745.9482421875,426.901519775391,554.390860772023,109.423316577839,11973.4622108941,19.7375758369214,59902486.8972778,466.474,539.863,644.498,95,1.126439,274.013386,272.886947,60.5722823789474,58.2455243503724,3392.54110684983,46.88037,0,,108051,2.97560596466064,457.793579101562,454.817973136902,146.104858251372,118.964030657951,14152.440590386,81.423733667552,15786776.038919,34.9378,124.765,230.821
164,229,,16.5305,165305,0,119.107978820801,119.107978820801,32.3791874788754,17.2582066685498,297.845697414376,53.3003080445094,5352441.58619549,20.0752,32.2074,44.0652,165305,0.410243988037109,142.020767211914,141.610523223877,60.397235973122,25.2862746430374,639.395685323117,41.8666090188139,9983965.09253693,45.1149,61.5472,79.1012,165305,127.408096313477,627.436645507812,500.028549194336,396.636161737877,110.212450471413,12146.7842389136,27.7867882717785,65565940.7160797,307.323,419.949,477.081,165305,296.747528076172,762.62255859375,465.875030517578,672.564031762547,109.904886079569,12079.083984163,16.3411780721529,111178197.270508,669.344,707.712,743.983,165305,762.456176757812,942.92578125,180.469604492188,803.689853188932,45.8372334805134,2101.0519731471,5.70334853658255,132853951.181396,766.465,802.785,810.007,136,51.645108,494.933496,443.288388,235.051066161765,102.295893944444,10464.4499178929,247.240542,0,,165305,37.6953010559082,797.141418457031,759.446117401123,363.582867509571,196.979548600131,38800.9425667116,54.1773461300253,60102065.9136696,205.762,350.895,525.282
168,230,,49.1851,491851,0.000840099935885519,180.769409179688,180.768569079752,35.2270192699071,16.3491618217588,267.295092274057,46.4108578034736,17326444.6549231,23.8081,33.0823,44.1821,491851,6.2327880859375,150.4013671875,144.168579101562,65.1194782883942,20.9534686026613,439.047846482712,32.1769601867275,32029080.515625,50.6235,63.1749,78.0621,491851,186.904312133789,630.197875976562,443.293563842773,404.87386796318,87.6634032159176,7684.87226339655,21.6520279900825,199137616.831558,340.979,394.126,472.45,491851,423.586059570312,915.182250976562,491.59619140625,710.073713914712,130.990682545091,17158.5589136287,18.4474766461816,349250466.262665,613.608,723.648,827.843,491851,685.507995605469,1001.00744628906,315.499450683594,935.971775820933,48.6458145150115,2366.4152698289,5.19735912681177,460358653.909302,928.62,951.478,963.674,263,1.400858,1041.689481,1040.288623,367.68996703422,207.865124900392,43207.9101498557,332.415021,0.49556877997605,,491851,105.865272521973,1053.8525390625,947.987266540527,553.769425157749,223.222158888883,49828.1322190138,40.3095853161801,272372045.533264,359.178,546.172,743.311
169,74,,34.1143,341143,0,165.597061157227,165.597061157227,37.1280364390716,17.9055387814964,320.60831905567,48.2264630688994,12665969.7349342,24.6553,35.44,47.9419,341143,2.8801212310791,159.76286315918,156.882741928101,68.3979263261327,23.600534176577,556.985213419777,34.5047510125463,23333473.7806759,52.2633,67.7621,84.7198,341143,103.82349395752,570.71728515625,466.89379119873,369.771681974335,81.609939773726,6660.18226987119,22.0703595629561,126145020.90377,333.081,373.098,412.894,341143,240.137817382812,752.098327636719,511.960510253906,557.945576824506,106.864445807642,11420.0097777744,19.1532024352358,190339227.914642,459.409,561.133,653.174,341143,459.9560546875,786.84423828125,326.88818359375,718.587360269868,86.3296128715157,7452.80205854576,12.0137950713598,245141047.844543,712.591,748.024,776.846,201,39.073991,634.095446,595.021455,215.38814021393,89.5753739334993,8023.74761532623,196.844285,0,,341143,9.37270832061768,794.599731445312,785.227023124695,326.78504868896,166.324655396239,27663.8909926777,50.8972659745367,111480431.864898,192.366,317.589,449.861
160,38,,23.3769,233769,0,168.226577758789,168.226577758789,37.8769712501244,15.6490066029313,244.891407658588,41.3153588748993,8854461.69217033,27.6477,35.8509,45.7635,233769,7.55078125,157.96240234375,150.41162109375,71.960203188604,18.8855667686447,356.664632172935,26.2444600373717,16822064.7391968,60.0791,70.3196,81.674,233769,313.022033691406,720.351867675781,407.329833984375,496.644756109,83.0743344386702,6901.34504242803,16.7271139817366,116100147.990845,428.242,491.957,559.718,233769,610.320434570312,1013.35217285156,403.03173828125,836.200183428909,93.0202349077646,8652.76410229571,11.1241586346379,195477680.679993,788.437,864.966,903.842,233769,1015.23254394531,1300.419921875,285.187377929688,1114.82569455203,83.1346977828664,6911.37797544853,7.45719247314911,260611687.789734,1051.03,1085.43,1176.95,119,284.066583,560.705404,276.638821,432.547790529412,61.7060356825772,3807.63483965949,429.630007,0.693278407316624,,233769,746.747253417969,1720.80419921875,974.056945800781,1212.27140889964,217.259715994898,47201.7841941838,17.921705849031,283391474.987061,1043.57,1196.78,1372.5
176,75,,28.4109,284109,0.0551056750118732,158.608062744141,158.552957069129,35.128493435656,16.5401991626051,273.578188338641,47.0848520529391,9980321.1415108,24.2497,33.2888,43.685,284109,2.85745143890381,171.789093017578,168.931641578674,66.0921506231182,23.0948042419535,533.369982974154,34.9433389959552,18777374.8213835,51.0408,64.3307,79.3972,284109,191.330657958984,601.350769042969,410.020111083984,399.685177049761,99.8346842971909,9966.96418871977,24.9783304535112,113554155.966431,303.713,408.586,481.046,284109,336.039367675781,785.585998535156,449.546630859375,625.375162350736,100.464610737741,10093.1380106859,16.0646947282177,177674712.000305,587.748,661.924,695.499,284109,545.428771972656,954.247924804688,408.819152832031,803.492358222019,75.4227973651559,5688.59836238538,9.38687177212895,228279410.4021,769.77,786.497,863.855,157,84.028792,539.583253,455.554461,238.994283070064,100.940144610401,10188.9127939687,200.704541,0,,284109,9.69965648651123,795.74267578125,786.043019294739,334.432989274161,189.724282482408,35995.3033634644,56.7301338585578,95015422.1496925,177.739,294.433,481.371
177,76,,10.3599,103599,0.161185592412949,219.941513061523,219.78032746911,51.8205526634605,22.5822744636687,509.959119952464,43.5778340889672,5368557.43538184,36.4899,49.8609,64.8316,103599,20.5945129394531,176.625366210938,156.030853271484,90.9063914991656,23.0750186628754,532.456486292047,25.3832742476498,9417811.25292206,75.4987,90.3729,105.454,103599,271.825103759766,456.436431884766,184.611328125,354.447078414936,33.9901623589241,1155.33113718602,9.58962971592991,36720362.876709,330.24,343.641,371.372,103599,359.889831542969,528.703002929688,168.813171386719,484.651798896685,48.0697523852176,2310.70109437614,9.91840997900945,50209441.7138977,428.6,513.345,528.364,103599,528.703002929688,655.435119628906,126.732116699219,536.642465678422,15.4824291519335,239.705612444641,2.88505478826777,55595622.8018188,529.54,532.433,533,55,104.590446,252.699003,148.108557,160.094455672727,36.1906301256966,1309.76170889498,153.712755,0,,103599,14.7096290588379,541.5546875,526.845058441162,247.57277120177,98.5997246161034,9721.90569437143,39.8265625648086,25648291.5237322,174.802,247.089,315.594
178,78,,10.4152,104152,0.125002577900887,174.522750854492,174.397748276591,49.7998220743433,21.9100722405931,480.051265588009,43.9962861872976,5186751.06868701,34.382,47.5489,62.6157,104152,12.65185546875,167.880783081055,155.228927612305,87.6330337007251,21.8361603595519,476.817899248067,24.9177272969054,9127155.72599792,72.8275,87.1559,101.572,104152,262.080688476562,523.121643066406,261.040954589844,358.943310169537,63.0954651010441,3981.03771631708,17.578114235154,37384663.6407776,311.266,342.872,401.735,104152,386.683624267578,524.652282714844,137.968658447266,492.861491568325,31.5560543105598,995.784563650998,6.40262119285194,51332510.0698242,471.604,497.948,523.122,104152,498.502471923828,868.016357421875,369.513885498047,559.044114943318,55.9429672694638,3129.6155869123,10.0068967321364,58225562.6595764,523.527,548.809,557.836,60,98.195857,232.588479,134.392622,157.8846755,29.7083042947501,882.583344069464,150.6685715,0,,104152,18.9666175842285,517.015502929688,498.048885345459,275.45196254232,94.8635919004867,8999.10106826209,34.4392506863741,28688872.8027077,208.092,277.419,343.364
179,231,,34.3385,343385,0,322.510894775391,322.510894775391,34.8030302345295,19.6425946942887,385.831526324097,56.4393231334219,11950838.5370839,21.2653,31.2397,44.6983,343385,5.161865234375,184.183288574219,179.021423339844,63.1924113743438,23.764814980909,564.766431076836,37.6070709505438,21699326.1797791,47.5505,59.7441,75.8522,343385,194.470031738281,587.742065429688,393.272033691406,398.713723112466,82.3994424334408,6789.66811334192,20.6663171235263,136912311.810974,343.655,388.365,455.383,343385,452.166442871094,941.396728515625,489.230285644531,701.328251101137,104.096011878744,10835.9796890595,14.8426948030833,240825601.504364,633.757,684.252,766.098,343385,747.829711914062,1115.53515625,367.705444335938,1000.08302052717,78.8568063774051,6218.39591204357,7.88502601872367,343413508.003723,936.34,1020.33,1066.26,224,137.684732,966.911595,829.226863,402.014408852679,165.292187374569,27321.5072070697,365.278243,1,,343385,193.605133056641,1260.71203613281,1067.10690307617,686.075918036489,208.371502049683,43418.682866441,30.3714933831274,235588179.11496,540.714,701.753,838.156
185,233,,12.3435,123435,0.0175891052931547,272.969573974609,272.951984869316,37.8580460183764,21.0748878056836,444.150896022151,55.6681868775102,4673007.91027829,23.1126,33.6567,48.336,123435,8.12130737304688,222.225036621094,214.103729248047,69.095811767677,26.973539406402,727.571828108724,39.0378790209398,8528841.52554321,51.0718,63.2733,83.5327,123435,236.441741943359,582.015747070312,345.574005126953,418.447728171947,72.2302351013633,5217.20686279821,17.2614714427802,51651095.3269043,367.964,409.947,466.21,123435,543.10986328125,799.703796386719,256.593933105469,679.902057404703,51.0140063152984,2602.42884033731,7.50314045379231,83923710.4557495,651.471,682.84,704.235,123435,810.353637695312,1116.88745117188,306.533813476562,878.258063872279,79.4146499863804,6306.68663245931,9.04229101367288,108407784.114075,821.087,841.253,904.617,65,70.678522,506.202428,435.523906,279.210776523077,112.626055104112,12684.6282883146,276.743227,0.947008547008547,,123435,176.596328735352,926.9501953125,750.353866577148,531.270603855906,167.5398923711,28069.6155357199,31.5356978449614,65577386.9869537,395.247,507.674,650.146
181,77,,13.9893,139893,0.162550300359726,151.939315795898,151.776765495539,35.2901340493596,17.5017369484894,306.31079621412,49.593852276135,4936842.72256707,23.2259,31.5459,43.3311,139893,13.7664794921875,163.758544921875,149.992065429688,66.7507335980413,24.9221592293424,621.114020652695,37.3361578007791,9337960.37523079,50.0471,61.7694,78.5756,139893,217.218139648438,649.766357421875,432.548217773438,461.853983413074,102.42217543848,10490.3020215507,22.1763109374061,64610139.3016052,376.569,454.726,557.693,139893,428.26416015625,927.888061523438,499.623901367188,767.525168669517,120.850032409246,14604.7303333157,15.7454162211691,107371398.420685,665.507,803.308,859.911,139893,786.248291015625,1012.48309326172,226.234802246094,948.967369238457,29.6222531864899,877.47788384451,3.12152494877265,132753892.184875,953.257,953.745,954.444,70,98.161723,547.83179,449.670067,390.508605571429,123.696760601855,15300.8885833925,418.300865,0,,139893,16.7090282440186,969.501037597656,952.792009353638,420.407159271991,210.107540563765,44145.1786017542,49.9771557001083,58812018.7320366,258.48,391.47,577.471
182,232,,15.0973,150973,0.127574726939201,228.770217895508,228.642643168569,39.8714671876423,19.0773809115652,363.946462444954,47.8472006605216,6019515.01571992,26.4586,37.9631,51.1189,150973,3.81394195556641,145.513534545898,141.699592590332,71.763640354912,21.2213771472264,450.346848024825,29.5712104936075,10834372.0753021,56.5879,71.6403,86.2098,150973,220.591522216797,510.586486816406,289.994964599609,363.769354720325,41.6005575813134,1730.60639107617,11.435970908901,54919350.7901917,336.211,364.62,389.083,150973,419.773559570312,750.440368652344,330.666809082031,542.922173869439,102.955738747295,10599.8841410013,18.9632591377736,81966589.3555908,450.346,497.948,649.678,150973,508.463928222656,913.703247070312,405.239318847656,750.363719861376,112.055285256668,12556.3869539533,14.9334625716406,113284661.878632,725.286,802.428,818.238,87,97.550224,250.749935,153.199711,168.397116873563,28.7202848559685,824.854762207972,164.052781,0,,150973,88.8000411987305,762.251647949219,673.451606750488,352.18233361839,112.056295361104,12556.613330055,31.8176934685553,53170023.4533691,266.408,353.518,430.651
186,32,,22.0924,220924,0.00833317078649998,211.980346679688,211.972013508901,36.0093722885921,18.6605277386642,348.215295485455,51.8213080447834,7955334.56348492,22.9786,33.097,45.4971,220924,5.61962890625,190.477020263672,184.857391357422,66.3352971902415,22.9772086689261,527.952118215373,34.637982555547,14655059.1964569,51.1463,63.1088,78.1351,220924,236.231842041016,606.400146484375,370.168304443359,433.84159976488,82.9980776787907,6888.68089837457,19.1309634031802,95846021.5864563,373.538,446.395,500.275,220924,536.024780273438,1011.44177246094,475.4169921875,769.029873224087,123.161208493563,15168.6832775949,16.0151396950577,169897155.712158,687.323,750.78,880.896,220924,819.754516601562,1116.75915527344,297.004638671875,1027.83286201234,88.3056938976855,7797.89557475173,8.5914448896678,227072947.207214,1026.49,1060.83,1089.41,115,65.023704,674.301705,609.278001,334.950592165217,153.826893909058,23662.7132897086,325.315657,0.999764624938893,,220924,231.759155273438,1259.63391113281,1027.87475585938,606.394960883431,210.469759966348,44297.5198602922,34.7083622957097,133967200.338211,435.981,576.452,740.666
184,234,,43.4889,434889,0.0401917770504951,221.516250610352,221.476058833301,31.1060692303548,17.4683513960837,305.143300497059,56.1573732338938,13527687.3415198,18.7189,28.8219,40.8072,434889,2.61712646484375,160.226379394531,157.609252929688,56.2630610058395,22.0552498146857,486.434044388193,39.2002308804289,24468186.3377686,41.644,54.3131,69.2939,434889,128.099731445312,512.153381347656,384.053649902344,316.633034170306,88.1224387552739,7765.564212177,27.8310944359255,137700223.59729,235.951,322.592,383.533,434889,315.844421386719,881.353149414062,565.508728027344,583.48551427576,87.6646574667816,7685.09216876815,15.0243074287103,253751431.817871,543.239,589.444,630.943,434889,669.921325683594,1119.98303222656,450.061706542969,883.710177571752,121.752740599504,14823.7298434901,13.7774514416089,384315835.414001,778.371,890.681,978.956,301,21.515815,501.452058,479.936243,180.688701332226,94.7202851043263,8971.93241024486,163.461527,1,,434889,696.902709960938,1368.52795410156,671.625244140625,943.161718318659,148.072687049,21925.520649911,15.6996074133462,410170656.517883,820.471,911.712,1053.2
189,33,,10.5318,105318,0.0138250021263957,149.834091186523,149.820266184397,31.6053895588356,17.5026964983744,306.344384714207,55.3788348844488,3328616.41755745,18.3025,28.6703,41.8926,105318,4.76129150390625,130.94384765625,126.182556152344,57.5886098859919,21.0670193483981,443.819304225779,36.5819202618442,6065117.2159729,41.1935,54.7636,72.5482,105318,220.557647705078,562.90869140625,342.351043701172,412.630291451269,80.3748336710458,6460.11388764828,19.478655672214,43457397.0350647,357.039,416.708,481.57,105318,532.77978515625,1021.86938476562,489.089599609375,804.295331036217,109.334343862654,11953.9987478771,13.5938056138897,84706775.6740723,738.374,814.233,876.644,105318,925.710693359375,1121.94250488281,196.231811523438,1055.85426781413,31.8037107698417,1011.47601873174,3.01213072100214,111200459.777649,1036.55,1044.17,1060.21,80,146.85176,646.785907,499.934147,408.4386965,132.876244690026,17656.0964029237,380.8309005,1,,105318,264.1865234375,1274.5166015625,1010.330078125,756.461308938896,224.417621879382,50363.2690099973,29.666768045834,79668992.1348267,573.535,769.915,942.03
188,80,,22.6188,226188,0,181.968902587891,181.968902587891,49.856248203041,22.0679328569774,486.993660580062,44.2631237856188,11276885.0685494,35.062,49.4234,64.3972,226188,0.309000015258789,173.287353515625,172.978353500366,91.2236910342268,26.4603293395641,700.149028758197,29.0059841249312,20633704.2276497,76.9927,95.2605,109.587,226188,117.20043182373,605.731079101562,488.530647277832,464.162985806031,75.9319938015449,5765.66768267786,16.3589075655585,104988097.433495,434.852,474.012,513.033,226188,380.313842773438,801.984619140625,421.670776367188,685.185998472769,65.9924998856698,4355.01004116012,9.63132638915016,154980850.622559,663.221,690.027,724.503,226188,728.713317871094,925.443664550781,196.730346679688,841.247646877341,38.8078826788592,1506.0517580161,4.6131341731429,190280122.751892,836.282,848.628,853.39,138,173.037155,415.613889,242.576734,275.541543695652,63.9359951431718,4087.81147494769,284.1974625,0,,226188,24.4678516387939,867.678649902344,843.21079826355,412.323665040919,184.322648594242,33974.8387847964,44.7033881928532,93262665.1482754,273.562,415.059,553.502
187,79,,12.1505,121505,0.139236971735954,174.777587890625,174.638350918889,51.5050129454048,20.610979705462,424.812484418967,40.0174245705162,6258116.59793141,37.5679,50.9934,64.9611,121505,5.68604278564453,170.720550537109,165.034507751465,96.0283441602681,24.5713882320432,603.753119649789,25.5876412812392,11667923.9571934,81.8719,98.7946,113.043,121505,270.256866455078,652.556335449219,382.299468994141,541.083703248341,59.9684417251346,3596.21400294087,11.0830249303611,65744375.3631897,511.708,540.414,585.38,121505,548.752868652344,922.611389160156,373.858520507812,805.74678759623,71.0951828665725,5054.52502683138,8.82351428029512,97902263.4268799,772.113,818.344,854.173,121505,901.033813476562,952.750061035156,51.7162475585938,930.617192110853,8.85004151153876,78.3232347559592,0.950986247252196,113074641.927429,925.852,927.566,928.211,66,97.550732,476.608111,379.057379,354.078873272727,97.2897283191928,9465.29123642235,384.3057905,0,,121505,20.206880569458,881.73291015625,861.526029586792,445.436157711778,196.752346573211,38711.4858820649,44.1707174343311,54122720.3427696,294.582,456.875,598.064
194,35,,13.6997,136997,0.0425813868641853,175.487609863281,175.445028476417,32.0300467688594,15.905471411312,252.984020816062,49.6579712358577,4388020.31719343,21.179,29.3296,39.8601,136997,1.00469970703125,137.831420898438,136.826721191406,58.2734943608393,18.3233720458138,335.74596312931,31.4437502792477,7983293.9069519,45.5248,55.33,67.7154,136997,169.762786865234,581.598754882812,411.835968017578,414.476646541904,73.4705459237485,5397.92111833363,17.7261002608311,56782057.1463013,367.106,409.858,462.249,136997,437.023284912109,967.344482421875,530.321197509766,805.40909578148,118.436390301378,14027.1785476203,14.7051220208111,110338629.894775,723.019,823.969,907.431,136997,970.512451171875,1130.32470703125,159.812255859375,1050.84294363709,34.1044629689973,1163.11439440371,3.24543864290107,143962330.749451,1020.46,1059.11,1076.9,86,119.15604,835.034022,715.877982,473.68861922093,201.695626166211,40681.1256145798,491.330208,1,,136997,365.038879394531,1363.99853515625,998.959655761719,861.513892655801,244.748019171527,59901.5928883863,28.4090623793702,118024818.752167,673.098,868.969,1063.24
190,24,,11.6593,116593,0.0400565750896931,142.276550292969,142.236493717879,29.9871874159944,14.2307944361095,202.515510282806,47.4562493597489,3496296.14239303,20.136,28.0478,37.5242,116593,7.7100830078125,155.1962890625,147.486206054688,57.4928559965358,18.2639261699933,333.570999142965,31.767296742214,6703264.5592041,44.2938,55.0376,68.8445,116593,201.469970703125,596.259704589844,394.789733886719,398.679128172913,76.8904437863716,5912.14034566518,19.2862977650094,46483195.5910645,344.547,392.722,451.582,116593,495.637390136719,807.5380859375,311.900695800781,713.684857886486,68.3578044717047,4672.78943219181,9.57814975564148,83210658.6355591,670.773,723.836,770.275,116593,798.308654785156,840.655822753906,42.34716796875,815.279468245415,10.6197154670462,112.778356601021,1.30258590835131,95055879.0411377,806.526,813.269,819.599,68,159.635769,487.041845,327.406076,358.638876705882,85.6300168796516,7332.49979080942,354.131097,1,,116593,779.164794921875,1543.20031738281,764.035522460938,1119.63201386723,155.516162427074,24185.2767760442,13.8899353091842,130541255.392822,1001.62,1126.25,1235.42
197,34,,10.2303,102303,0.060745146125555,150.063522338867,150.002777192742,32.7488206190135,15.8822006069032,252.244296117917,48.497015485444,3350302.59578693,21.7791,30.265,41.1701,102303,3.28802490234375,144.903137207031,141.615112304688,60.8591563000867,19.6442709920285,385.897382808254,32.2782506138695,6226074.26696777,47.3679,58.6091,72.3327,102303,155.087432861328,580.30810546875,425.220672607422,441.647384319147,77.1766537213261,5956.23587962149,17.4747222470939,45181852.3580017,404.283,451.522,494.676,102303,538.098937988281,959.175842285156,421.076904296875,814.003978768736,99.8185138029214,9963.73569782401,12.2626567444925,83275049.039978,753.76,833.228,892.743,102303,981.616455078125,1358.23608398438,376.61962890625,1066.9243711925,55.8808398341269,3122.66826056735,5.23756334965609,109149563.946106,1022.1,1063.03,1101.98,57,136.927073,747.073378,610.146305,486.041667736842,151.97760543218,23097.1925528995,486.488435,1,,102303,366.019622802734,1329.84851074219,963.828887939453,867.206749345352,246.842477520455,60931.2087084363,28.4640862985435,88717852.0782776,688.451,895.931,1073.92
196,18,,10.1525,101525,0,140.042465209961,140.042465209961,39.3991186841443,16.6115458819127,275.943456586891,42.1622270667638,3999995.52440775,27.9445,37.1137,48.5113,101525,2.1500358581543,167.106353759766,164.956317901611,74.9632309583313,21.2241905801241,450.466265781427,28.31280123441,7610642.02304459,60.251,72.4151,88.27,101525,242.772415161133,679.974426269531,437.202011108398,535.635872815209,79.5647353410775,6330.5471098957,14.8542581591668,54380431.9875641,496.644,548.531,593.553,101525,650.796203613281,1030.87670898438,380.080505371094,914.527060150094,76.1736976152668,5802.43220838211,8.32929947450271,92847359.7817383,868.971,921.087,970.638,101525,1030.96423339844,1044.94116210938,13.9769287109375,1041.45644427846,2.48813624684992,6.19082198288839,0.238909294816811,105733865.505371,1041.86,1041.86,1042.71,67,230.273496,676.805483,446.531987,467.081111313433,108.025751624998,11669.5630141457,443.445278,0.00302388574242797,,101525,47.3561058044434,1077.62280273438,1030.26669692993,545.3962790812,224.317323473983,50318.2616105317,41.1292361311813,55371357.2337189,368.081,564.201,722.937
